,rating,sentiment,review,spearman,sympathy,unsympathy,correlation
3822,9,0.900243402,다들 연기너무 잘함 .. 짜장면집 할아버지랑 아들 불쌍 ㅜ 윤계상 너무 무서움 ,0.557037394,4,0,0.000243402
3823,9,0.563369274,내 눈줄 아~뉘???  장첸이야 ,0.161011207,4,0,0.336630726
3824,10,0.452290237,진짜 완전 꿀잼. 주연부터 조연까지 버릴게 없음.. 마지막 공항 여직원 대박 !! ,0.111747539,4,0,0.547709763
3825,10,0.412409306,개 쩐 다 계상이오빵 ?? ,0.400891863,4,0,0.587590694
3826,9,0.851015985,집앞에 극장이 있다면 2시간 정도 킬링을 할  수 있는 영화. DC가 와서 매력적인 캐릭터들로 어떻게 영화를 만드는지 꼭 봤으면 좋겠다. ,0.273065098,4,0,0.048984015
3827,10,0.993893147,윤계상 다시봤습다 . 악역진짜 잘어울리네요 재밌어요 ,0.25819889,4,0,0.006106853
3828,9,0.707141876,재미있었는데 어머님은 약간 아쉽다구 하시네용 ,0.25819889,4,0,0.192858124
3829,9,0.524013281,배우분들이 다 진짜 같아요 후덜덜 ,0.239342612,4,0,0.375986719
3830,10,0.995857596,와. 진짜올해본영화중최고디지뿌네. ㅋㅋ  마블리같은강력계형사님들많으면진짜세상살맛나겠다.  윤계상은진짜연기가.... 아이돌이미지벗어버리고 첨으로 진짜배우같았다. 최고입니다!! ,0.493255906,4,0,0.004142404
3831,9,0.683685184,생각없이 봤는데 졸라웃꼈음ㅋㅋ 마동석 이빨 잘턴다 ,0.894613511,4,0,0.216314816
3833,10,0.541912854,마블리와 윤계상 캐미 쩔어쩔어 조연 배우들도 연기 각1000만가자~~~~ ,0.569094809,4,0,0.458087146
3834,10,0.696163714,기대안하고봤는데 짱잼나게봤음요ㅋ 계상이머찜 ,0.670820393,4,0,0.303836286
3835,10,0.223674029,진짜봐야해요 거짓없습니다 ,0.866025404,4,0,0.776325971
3836,10,0.995854497,재밋어요 ㅎㅎ 다들 연기도 좋고 시간가는 줄 몰랐습니다 ,-0.281000748,4,0,0.004145503
3837,10,0.944392979,영화 잼있게 잘 만드셨네요...잘봤습니다. ,0,4,0,0.055607021
3838,10,0.791990161,연기력 다들 개 지리고 2시간 너무 금방가서 짜증났어요 너무 재밌음.. 하.. 아직도 여운이.. ,0.752617809,4,0,0.208009839
3839,10,0.882058144,윤계상 배우가 되었구나 윤계상 인생연기다 마동석은 말할것도 없고 기대안한 윤계상의 재발견이다!! ,0.560131363,4,0,0.117941856
3840,10,0.43287617,ㅋㅋㅋㅋ배테랑 이후로 한국 범죄액션 영화 잼께본거 처음 스토리탄탄 배우들연기탄탄 흐름탄탄 유머코드탄탄 오우...무서워 다들 연기를 너무잘해섴ㅋㅋㅋㅋ 몰입해서 볼수밖에없는 영화 눈땔수없는영화 ,0.254580817,4,0,0.56712383
3843,8,0.964584231,잔인하지만 재밌다고하네욥! ,0.275090422,4,0,0.164584231
3844,9,0.982866049,"재미있어,,볼만한영화. ",0.8,4,0,0.082866049
3845,10,0.381039143,굿 영화 퀄리티가 황해급 ,0.666885929,4,0,0.618960857
3846,10,0.933280587,호호 스트레스 다 풀고 왔습니다 ㅋㅋㅋㅋ 연기 짱 잘해 진짜! ,0.286539392,4,0,0.066719413
3847,10,0.949223995,윤계상 연기 대박스 막판 마블리한테 맞을때도 내가아픔느낄정도로 리얼스 ㅜㅜ 짱짱맨 속시원한연기 잘봐써요 ,0.490915693,4,0,0.050776005
3848,9,0.187766165,마동석이 아니였으면 재미 없었을뻔 했다! ,0.483139156,4,0,0.712233835
3849,10,0.812157631,영화관에서 마동석 때리는거보고진짜 맞으면 아프겠다 윤계상죽은거아니야?할정도로리얼했네요ㅋㅋ  간만에 부산행이후로  조금도지루할틈없이 눈을뗄수없는 영화였어요역시 싸움구경이 제일잼있어요ㅎㅎ 굿굿싸우는거 겁나시원해요ㅎㅎ  글구잔인한부분도 잔인했고요ㅎ ,0,4,0,0.187842369
3851,10,0.647413313,눈 착하게 떠 ㅋㅋ 강력추천 ,0.552162249,4,0,0.352586687
3852,9,0.93078649,재미있어요.^^^^ ,0.632455532,4,0,0.03078649
3855,10,0.992373288,재밌게봤습니다^^윤계상씨 멋있네요  연기좋았습니다 ,0.25819889,4,0,0.007626712
3856,10,0.272868276,2017년요근래 한국영화중에 진심으로 젤 낫다..돈이아깝지않다.. ,-0.311739843,4,0,0.727131724
3857,10,0.696924567,마블리 속~  시원하다~ ,0.332178509,4,0,0.303075433
3858,10,0.74024117,진짜 오랜만에 재밌는영화나왔네 돈주고또보고싶음ㅋㅋ ,0.472866244,4,0,0.25975883
3859,10,0.722724378,최근에 본것중에 제일 재밌었어요 마지막에 막내도 너무웃기고 마동석 짱 ㅠㅠ너무멋짐 윤계상은 그냥 연기자임 연기자 다됨진짜 ,0.380183093,4,0,0.277275622
3860,10,0.422302425,마동석 마동석 마동석 마동석 .. ,0.216260359,4,0,0.577697575
3861,10,0.216636092,지루할 틈없이 코믹과 공포가...윤계상 진짜 무섭다!! ,0.491356825,4,0,0.783363909
3862,10,0.92492044,솔직히 남한산성보다 100배 재밋다 ,0.703562364,4,0,0.07507956
3864,10,0.999065697,대한민국 최고의  액션형사영화  투캅스 등  여러형사 영화중 최고의 영화 넘 재미있었음 ,0.742703817,4,0,0.000934303
3865,10,0.834017456,진짜 개졸잼이다 !! 동석이형 주먹 한방에 진짜 힘없이 나가떨어지는걸보면서 대리만족을 느꼇음 ㅋㅋ ,-0.774596669,4,0,0.165982544
3866,7,0.507949174,"어디서본듯한 캐릭터와 스토리, 그럼에도 재밌는건 어쩔수없다 ",0.30805993,4,0,0.192050827
3867,9,0.574772716,속시원하고 담백한 영화이네요~ ,0.316227766,4,0,0.325227284
3868,10,0.219561636,마동석 걸어다니는 곰인기라 웃겨 동석이형 귀엽고 돈아깝진 않더라 ,0.079033451,4,0,0.780438364
3869,10,0.165898144,아직 안봤니? 보랬잖니? ,0,4,0,0.834101856
3870,10,0.894628525,알바이니고 개잼나네 꼭봐라 ,0.456367746,4,0,0.105371475
3871,10,0.529777587,와개존잼꿀잼핵잼졸잼빅잼 ,0.521878069,4,0,0.470222414
3873,10,0.980179191,이번 년도 본 영화 중에 최고였습니다. 꼭 보세요ㅠ 한번 더 보고싶음 연기구멍이 1도 없어요.. ,0.562170862,4,0,0.019820809
3874,10,0.510300875,졸잼 한번 보세요 후회 안함 ,-0.105409255,4,0,0.489699125
3875,10,0.998087525,진짜 너무재밋음 요즘 우중충한 영화만 나와서 기분이 쫌 그랫는데 너무통쾌하고 재밋음 재밋는 정도가 베테랑정도 역시 마블리다 ,0.598773734,4,0,0.001912475
3877,10,0.013539284,개꿀잼이구요 돈안아까워요 ,0.451681238,4,0,0.986460716
3878,10,0.9715873,남한산성.킹스맨 다 봤지만역시 범죄도시!!!후회안함!!스펙타클 마석도!!진실의 방으로!!! ,0.974679434,4,0,0.0284127
3879,10,0.966930389,하드캐리 마동석! 연기변신 윤계상! 그들과 더 많은 이들이 모두 멋지고 완벽한 영화! 강추해요!!! 유쾌통쾌합니다 ㅎㅎ ,0.569292639,4,0,0.033069611
3881,9,0.943843186,배우들이 모였네요. 시간 가는 줄 모르고 봤어요. ,-0.414039336,4,0,0.043843186
3882,10,0.95468235,재밌게봤습니다~~~~ ,0.866025404,4,0,0.04531765
3883,10,0.978638053,와 정말 올해 의외로 잼있는 영화 만나기 힘들었는데 영화 평점 짠돌이 남친 까지 의견일치 본 재미있는 영화 였어요. 정말 재미도 액션도 시원시원 합니다. 완전 강추강추~!! ,0.319029312,4,0,0.021361947
3884,10,0.956144273,기대하고 봐도 재미있네요. ,0.125837832,4,0,0.043855727
3885,8,0.781257093,마초같은 강한 남자! 마~남! ,0.330090046,4,0,0.018742907
3886,10,0.243768305,평범한 조폭 영화들과는 다르다. 정치계 조폭영화? 그냥 B급 영화일뿐이라 느꼈다. 진짜 조폭은 이 영화에 나오는 조폭들이 진짜 조폭영화라 생각한다. 조금씩의 코믹과 진지할땐 진지한 단짠이 어우러진 영화. 연기와 주연조연은 옛다 덤이다.!! ,0.203661901,4,0,0.756231695
3887,10,0.495188713,간만에 통쾌하고 유쾌한 영화 여익쉬 마동석 원터치 잇뽕 ,0.359092423,4,0,0.504811287
3888,10,0.998750031,마동석 연기 역시!!! 너무너무 재미있었어요 ㅌㅋㅋ ,0.634419338,4,0,0.001249969
3889,10,0.997355819,어제 저녁에 봤는데시간가는 줄 몰났네요정말 재미있고 스릴넘치고 웃음이 절로 나오고 정말 재미있었습니다 ,0.866025404,4,0,0.002644181
3890,10,0.988112092,예고편 안보고갔는데 재밌었음ㅋㅋㅋ 올해본 재밌는영화 손에꼽힘 ,0.24347701,4,0,0.011887908
3891,8,0.337204963,네티즌 평점이 너무 높아서 기대하며 봤는데 사실 9점대까진 아닌 것 같아요! 그렇다고 재미 없다는 건 아니고 마동석씨만에 특유한 액션 장르가 생긴 기분이랄까요? 결말 통쾌하고 적당히 잔인하고 적당히 유머러스해요! 윤계상씨 연기 변화가 인상적이네요 ,0.774596669,4,0,0.462795037
3892,8,0.877593637,좀 잔인하긴 하지만 지루하지는 않았던영화 코믹 액션 좋았습니다~ ,0,4,0,0.077593637
3893,10,0.79941237,여러분 그냥....말이 필요없는 영화에요영화 평점을 써보는건 첨이자 마지막이 될듯해요 ,0.774596669,4,0,0.20058763
3894,10,0.646472633,킬링 타임용으로 봤는데 완전 개꾸르잼 나쁜놈을 이렇게 시원하게 때려잡는 영화가 또있었나 싶을정도로 속이 다 후련해지는 영화 강추합니다 ,-0.40824829,4,0,0.353527367
3895,10,0.807994723,주연들은 당연 말이필요없지만조연들이 정말 연기를 너무잘함.분명 스릴러인데 코미디보다 더 웃기고쫄리고 아니그냥 꼭봐야함. ,0.374352443,4,0,0.192005277
3897,10,0.491569281,장첸 보고싶다 윤계상 보고싶다 ,0.508813229,4,0,0.508430719
3898,10,0.91759187,틈틈이 있는 유머러스한 대사와 잘 짜여진 각본 연출 등등아주 밀도가 높은 영화다. 영화관에서 봐도 아깝지 않다. 또 보고싶다!! ,0.289788205,4,0,0.08240813
3900,10,0.620311797,모처럼마씨특유의액션 굿 ,0.153896753,4,0,0.379688203
3901,10,0.73722142,보는내내 긴장감을 놓칠순 없었네요~ 올해본 국내영화중 손가락안에 들어갑니다~ ,0.7729624,4,0,0.26277858
3902,9,0.96644479,지루하지 않고 재밌게 봤어요^^ ,0.492994286,4,0,0.06644479
3904,10,0.104413509,속시원한 파워액션ㅋ 윤계상 연기조타.  마지막에 힘이 떨어지긴했지만 충분히 좋았다.  남한산성하고 둘다 봤는데 1개만 선택하라하면 범죄도시. ,0.219328596,4,0,0.895586491
3905,10,0.949648142,"긴장감 있는 전개 쫄깃쫄깃, 배우들 연기 굿, 액션 쥑인다 10점만점이 아깝지 않다 액설런트!!! ",0.412393049,4,0,0.050351858
3906,10,0.167203784,"연기구멍 없고 배우들 캐릭터 다 살아있습니다남한산성도 봤지만 장르,배우파워 불문 범죄도시 압승입니다 망설이지마시고 무조건 보세요ㅎ ",0.129651863,4,0,0.832796216
3908,10,0.964399815,"진짜 마동석이니깐 가능한 역할이였다 ㅋㅋㅋㅋ 겁나 재밌고 , 윤계상 연기력 장난아님. 너무 나쁜놈처럼 나와서 정말 욕나올뻔 ",0.35831413,4,0,0.035600185
3909,10,0.671977758,진짜 잼있게 봤습니다~ 역시 마동석 극강캐릭터는 아무나 소화 못함.. ,0.758962434,4,0,0.328022242
3910,9,0.946237981,마동석과 윤계상의 연기와 액션에 2시간이 간줄 모르고 보았습니다~적절한타이밍의 유머에 웃고 출연진들 연기 엄청 잘해요~ ,0.394664881,4,0,0.046237981
3911,10,0.102419764,총이 한번도 안나온 경찰영화ㅋㅋ한국을 마블!!??리 ,0.421444607,4,0,0.897580236
3912,6,0.552334786,동석이 형! 우리 동네도 좀 지켜주세요 네~? ,0.157960342,4,0,0.047665215
3913,9,0.810534298,윤계상 무섭게 연기잘했음 ,0.25819889,4,0,0.089465702
3914,10,0.945077181,아주아주재밋어ㅇ쇼하하 ,0.696310624,4,0,0.054922819
3915,10,0.339661002,와우어수이구리이ㅣ이이잍 ,0.707106781,4,0,0.660338998
3916,10,0.880708218,재밌다.. 조선족 짱깨놈들 다 죽어야됨.. 마동석이랑 윤계상 연기 넘 잘해용.. 예정화 특별출연 놀랐네요 ㅎㅎㅎ.. ,0.456659784,4,0,0.119291782
3917,10,0.986235678,영화덕분에 너무 유쾌하게 재밌는 시간 되었네요^^잼이에요!ㅎㅎㅎㅎ ,0.328232955,4,0,0.013764322
3918,10,0.926633835,윤계상이 싫어진 영화 ...그만큼 이미지변신 잘했음 ㅎㅎ마동석 ㅋㅋㅋ아직 싱글이야 ㅋㅋㅋ ,0.416791444,4,0,0.073366165
3921,10,0.47828272,조선족 연기대박... ,0,4,0,0.52171728
3922,10,0.524305522,꿀잼 개꾸르잼!!!! ,0.676123404,4,0,0.475694478
3923,10,0.991680026,진짜 마동석 역대급영화입니다.완전최고 ,0,4,0,0.008319974
3924,10,0.997229934,방금 보고 왔는데 허접한 조폭영화가 아니였습니다~~청불영화인데도 관객들 호응도 좋고 매진이였습니다~연기력도 좋고 스토리도 상당히 좋습니다. ,0.514756121,4,0,0.002770066
3925,10,0.820803404,평론가의 고상한 눈을 믿지 않고 보길 잘했다.통쾌한 영화 ,0.866025404,4,0,0.179196596
3926,10,0.456363469,자금력으로 밀어 부치는 영화 말고 이런 영화가 천만 갔으면 싶네요 ,0,4,0,0.543636531
3927,10,0.546664238,꿀잼 진짜시원하게 봤습니다 ,-0.372677996,4,0,0.453335762
3928,10,0.918486655,시간 가는줄 모르고 봤슴메 ,0.45060549,4,0,0.081513345
3929,10,0.764135122,마동석의 이미지를 딱 잘살려준영화 처음부터 몰입감쩔엇고 중간중간 배꼽잡고 마동석의 애드립때매 웃었네욬ㅋㅋㅋㅋ졸잼ㅠㅠ이번년도 본영화중 젤잼.. ,0.008221323,4,0,0.235864878
3930,10,0.725856483,그냥 보세요.. 시간 가는 줄 모르고 봅니다. ,0.687902075,4,0,0.274143517
3931,10,0.994673491,기대없이 봤는데 너무나 재밌어요.또 보고 싶은 영화~ ,0.666885929,4,0,0.005326509
3932,10,0.99812448,굿굿!!넘재밌네여 ~인생최고의 영화 ,0.433012702,4,0,0.00187552
3933,9,0.945077181,한국영화다운 한국영화 재밌다 ,0.412513056,4,0,0.045077181
3934,10,0.493925512,시원시원하게 잼나요 킹스맨2보다 나음 ,0.264219019,4,0,0.506074488
3936,10,0.862414658, 이번년도 제일 재밌는 영화로 인정아하니? ,-0.264820449,4,0,0.137585342
3937,10,0.623083413,기대 별로 안했는데 너무 재밌다... ㄷㄷ 상영관 확대하자!! ,0.612372436,4,0,0.376916587
3938,10,0.407000125,스트레스가다아아아풀립니다 강추 ,0.632455532,4,0,0.592999876
3940,9,0.905911326, 제가 극장 개봉일에 맞춰 왠만한 영화는 챙겨보는 영화 광팬인데요. 이영화는 꼭 보세요!! ,0.546333277,4,0,0.005911326
3941,10,0.988687873,마동석 나올때마다 편----안 진짜 재밌다  꼭봐라 마동석이어서 나올수 있는 재미임 ,-0.25819889,4,0,0.011312127
3943,10,0.235191494,개안트라 청불이나 좀 잔인은 당연하고 악역 배우들의 연기가 작살이다 ,0.185215506,4,0,0.764808506
3944,9,0.771942437,평점이 하도 높아서 알바인줄 알았는데 리얼 재밌다ㅋㅋ ,0.598019644,4,0,0.128057563
3946,10,0.994439364,오랜만에 너무 재밌음 ㅋㅋ 연기 다 너무 잘함 ,0.138277846,4,0,0.005560637
3947,8,0.928192377,기대없이 봤다가  제대로 스트레스 날리고옴.ㅋ 이런경찰 필요해요.~~ㅎㅎ ,0.31887407,4,0,0.128192377
3948,10,0.055237681,"2시간이 이렇게 짧게 늦겨지게 만드는 영화는 정말 오랜만이다.배우인가? 했던 두배우(동석,계상)를 진짜 배우로 보게만든 영화다른말 필요없이 보고나면 절대 후회없다! ",0.109108945,4,0,0.944762319
3949,8,0.074925452,"내용,스토리는 탄탄했는데 너무 잔인한장면이많았던것같다 ",0.413841525,4,0,0.725074548
3950,10,0.628890872,이렇게 재미있는 영화 2시간동안 시간가는 줄 모르고 재미있게봤습니다 어떤 영화를보든 지루하는편인데 이건 뭐 2시간이 왜 이리 빨리가는거지 이 생각뿐이 안들었습니다  마동석씨 손 힘 장난 아니네요 손 바닦으로 뺨 때리닌깐 사람 기절하네요 ,0.397402707,4,0,0.371109128
3951,10,0.659703314,핵 꿀잼입니다 원뻔치 포 강냉이 ,0.27774603,4,0,0.340296686
3952,10,0.335075259,혼자니?ㅋㅋ 마동석 꿀잼 윤계상 지림 ,0.289913694,4,0,0.664924741
3953,9,0.996312857,ㅋㅋ 간만에 진짜 재밌는 영화하나봤어요!!!계상이형 올~~~ 연기 쫌 하던데요!!! 진짜 연기 다 잘함! ,-0.866025404,4,0,0.096312857
3955,9,0.696350753,남한산성 보다 재미지네요 잘표현하구 ,-0.87988269,4,0,0.203649247
3956,10,0.987675905,추석연휴에 재밌게봤네요ㅎㅎ ,0.550297348,4,0,0.012324095
3959,10,0.760979831,"이거 완전 잼있는데.  액션 유머 통쾌함! 볼거리다양..  시작과동시에 몰입도 최강.시간 금방지나가네..마동석, 윤계상 최고 흥해라! ",0.373670793,4,0,0.239020169
3961,10,0.914133012,기대이상이에요가끔 빵빵터지는 유머도있고 다시보고싶네요 ,0.644842846,4,0,0.085866988
3963,10,0.999701917,마동석은 최고~윤계상은 악역전문이 될듯~주조연 다 연기도 좋고 스토리도 좋고 너무 재밌었습니다. 인정~ ,-0.105409255,4,0,0.000298083
3964,10,0.316712678,보는 내내 한순간도 지루한적이 없었다.주연 조연  연기력하나 나무랄데가 없다.간만에 빠져들며 본 유일한 영화다. ,0.866025404,4,0,0.683287323
3965,10,0.664045095,칼이나 도끼가 나와서잔인할 수도 있습니다. 그런 것만 괜찮다면 재밌네요. ,0.394889918,4,0,0.335954905
3966,10,0.907396555,완전끝남 대박 말이 필요없다  완전 재미꿀잼 ,0.631112389,4,0,0.092603445
3968,10,0.978624523,간만에 시간가는줄모르게 정말잼나게봤음~~강추 ,0.707106781,4,0,0.021375477
3969,10,0.883629799,이런날엔  이런영화지  넘나잼잇음 ㅋ ,1,4,0,0.116370201
